NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE_YEARS,EMPLOYED_YEARS,DEBT_TO_INCOME,ANNUITY_TO_INCOME,CREDIT_TO_INCOME
0.037299328,0.06954708,-0.47706947,-0.09332685,0.036046457,0.00084841845,0.057804234,0.11714338,-0.14691198,-0.061075933,-0.18630677,-0.16894859,0.11232696,0.0035230909,-0.088855214,0.02138529,-0.01890537,0.0,-0.0912337,0.023141403,-0.00013459036,0.078492865,0.010420122,0.07882288,-0.5166648,0.024633056,-0.003819875,0.06170605,0.035046466,6.0616763e-05,0.0031696656,-2.835982e-05,0.002829897,0.0022976308,0.032032676,-0.05781351,-0.1369805,0.22822598,-0.07808985,-0.15890427,-0.052089006,0.025201084,0.014911651,0.0,-0.13752387,0.0,0.0055154604,0.020374961,0.0,0.030345695,0.001666529,0.0,0.00061243295,0.0,0.0001741209,1.2458114e-05,0.0,0.0025630023,0.0,0.0028646032,0.0,0.0,0.0,-1.25480965e-05,-4.003693e-05,-0.0017262478,-0.28084433,-0.05840332,-0.45024943,0.05489199,0.11612376,0.006968427,-0.020835234,0.001662184
0.098054975,-0.0206268,0.075701445,0.15185873,-0.08880659,-0.0036187745,-0.019487208,0.12112901,0.157758,-0.040992625,-0.15765376,-0.30956748,0.0110223815,0.0085840635,-0.07701116,-0.06269753,0.03631068,0.0,-0.10430091,-0.23144753,-0.00012614446,-0.3793754,0.008044761,-0.2795792,-0.39461774,0.009074619,-0.0036650933,0.00924224,-0.12639673,4.3137734e-05,0.0029725526,0.00012354243,0.005858821,0.0030784719,0.02313164,-0.008341534,-0.31537333,-0.4197105,-0.39864174,-0.09380715,-0.06084295,-0.016483827,0.0414482,0.0,0.2568954,0.0,0.029307349,0.09260377,0.0,0.06574814,0.0027020092,0.0,-0.21255796,0.0,0.00017514551,1.903431e-05,0.0,0.0031361857,0.0,0.0029009306,0.0,0.0,0.0,-6.8093113e-06,-4.5103174e-05,-0.001418744,-0.04515503,-0.045142345,-0.22442558,0.07852773,0.11650791,-0.0039229067,0.019604422,0.0015467659
0.024931116,-0.030662814,0.11276934,0.1453499,0.04859606,-0.001958118,-0.0800059,-0.12380049,0.05791023,-0.028881432,-0.08611259,-0.008346772,-0.02543464,0.009014789,0.004089785,0.016959116,-0.24216087,0.0,-0.10826378,0.014858735,-0.00035629133,0.082807995,-0.20355299,-0.1576171,-0.4205565,0.017675621,-0.0006787964,0.013284613,0.051559117,9.969317e-05,0.0034902438,3.734244e-05,0.004680276,0.0033465063,0.022862015,0.26916188,0.39051113,-0.2850822,-0.1338532,-0.08242209,-0.11585321,-0.017530346,-0.25833565,0.0,-0.096099585,0.0,0.005235833,0.020862224,0.0,0.019313399,0.001448919,0.0,0.00033192657,0.0,8.938373e-05,5.1825755e-05,0.0,0.0024189518,0.0,0.0023366616,0.0,0.0,0.0,-2.3738865e-05,-0.00026716123,-0.0018881621,-0.038129635,-0.040839713,-0.15055808,0.08566166,0.11435835,-0.03276549,-0.020625237,-0.0047014793
0.030477675,-0.06611947,0.07211625,-0.07853759,0.019050788,-0.0035856108,-0.09857338,-0.106670894,0.11335456,-0.04902094,0.054906495,-0.0044089565,0.08823431,0.0028013226,-0.012743265,-6.265066e-05,-0.006270948,0.0,0.87540936,0.0056652874,-0.00047018874,0.047123067,-0.18498662,-0.9133597,-0.4941501,0.009370576,-0.00966312,0.021881461,0.025922146,9.2568975e-05,0.005809074,-0.000100965015,0.0035301722,0.00637527,0.012798669,-0.5550145,0.5944475,1.1189678,-0.15951572,-0.18857634,-0.041438226,-0.041871846,0.0469994,0.0,-0.12562317,0.0,0.0043482548,0.02249903,0.0,0.016065178,0.0015955956,0.0,0.00036552598,0.0,0.00010620533,5.4805e-05,0.0,0.0018700466,0.0,0.002043979,0.0,0.0,0.0,-4.339945e-06,-0.0002827119,-0.0036764122,-0.054639567,-0.34761772,-0.26255193,-0.17227949,-0.06835967,0.011808319,-0.00946935,0.009883155
0.06559646,0.07858231,-0.5056859,-0.08564316,0.021092625,-0.0015551767,0.007872508,0.12148095,0.162596,-0.043903526,-0.105397195,0.013238322,0.09733783,0.0036172618,0.012912757,0.021970883,0.027908882,0.0,-0.079176925,0.01472498,-0.0002385256,0.042563602,0.0071605435,0.056482024,-0.49456558,0.01666657,-0.003835874,0.005492438,0.011451158,0.00014289896,0.0038467944,0.0013705364,-0.040845394,-0.045526758,-0.2685658,-0.090015024,0.30461863,0.7026949,-0.10062511,-0.18197758,-0.050971158,0.008521539,0.056825615,0.0,0.122722305,0.0,0.008967267,0.038350362,0.0,-0.4797505,0.0019764171,0.0,0.0012565142,0.0,0.00012909312,5.223993e-05,0.0,0.0009708024,0.0,0.0024170296,0.0,0.0,0.0,-4.4326756e-05,-4.995338e-05,-0.0015466136,-0.24524148,-0.06364789,-0.40016115,0.028733302,0.11685948,-0.02511453,-0.006006146,0.0009638766
0.04022908,-0.01906522,0.109122165,-0.14768878,0.037613742,-0.003916828,-0.055333525,-0.065488786,-0.2339003,-0.035891533,-0.1571517,-0.018759381,0.12299806,0.002591444,0.03883572,0.01980536,-0.068910174,0.0,-0.11751247,0.016295793,-0.00023009616,0.07705049,0.006826932,-0.23730443,-0.5657908,0.013798035,-0.00076881144,0.0441397,-0.12724128,5.657636e-05,0.002949836,0.0003885137,0.0044277627,0.006813034,0.018336443,-0.009176704,-0.7107252,-0.70616996,-0.21635011,-0.06574506,-0.07099624,-0.015002399,-0.056869637,0.0,-0.10477628,0.0,0.004976908,0.020104116,0.0,0.018832928,0.0017976556,0.0,0.000659632,0.0,0.000110816516,2.087777e-05,0.0,0.0032339245,0.0,0.0027986506,0.0,0.0,0.0,-2.4472742e-05,-4.563765e-05,-0.00077364774,-0.19395214,-0.04292327,-0.23727809,0.07556981,-0.0010712633,0.006288856,0.017114012,0.0007478043
0.027359396,-0.02122701,-0.41532907,-0.13026428,0.029599337,-0.008176405,-0.031848293,-0.10667349,0.08266419,-0.10405341,-0.12369994,-0.026123555,0.10925287,0.003303326,-0.08181421,0.021492867,0.039011408,0.0,-0.15084027,0.017844448,-0.0002877341,0.08260039,0.009525699,-0.15660293,-0.5518758,0.027985245,-0.0013334844,0.106922075,0.041195042,2.8474964e-05,0.0061155967,1.8071853e-05,0.0056940555,0.009932481,0.03851088,0.35654956,0.3643668,-0.58269215,-0.16208951,-0.07497023,-0.04364652,-0.01505033,0.06542274,0.0,-0.1040403,0.0,0.005188013,0.020217689,0.0,0.020270374,0.0016912125,0.0,0.0007511502,0.0,0.00012843158,5.4805e-05,0.0,0.003200179,0.0,0.0031312008,0.0,0.0,0.0,-8.52994e-05,-4.4774806e-05,-0.00020381476,-0.031211466,-0.054345634,-0.5205542,-0.17663683,0.1121633,0.0058877966,-0.008047611,-0.0013141779
0.035084594,-0.017020846,-0.38629687,0.14890113,-0.054204408,0.00011003956,0.033583887,-0.02454348,-0.04892926,-0.03722824,0.03688336,-0.0009890562,0.22291036,0.008681625,0.03655464,0.021818966,-0.21301082,0.0,-0.11883778,0.024733325,-0.00017448107,0.05509823,0.0074988035,-0.24671958,-0.45081556,0.012159855,0.00061324035,-0.23319495,0.029104447,5.1428484e-05,0.0041046212,0.00025151824,0.005251264,-0.023336671,-0.17600694,-0.09685561,0.6870927,-0.28300312,-0.17599162,-0.07675745,-0.12941629,-0.019247113,0.056179345,0.0,-0.11656261,0.0,0.0055378093,0.019565774,0.0,0.022601549,0.0018934403,0.0,0.00071401364,0.0,0.00015874629,5.157956e-05,0.0,0.003386394,0.0,0.0023428923,0.0,0.0,0.0,-2.5400668e-05,-6.778992e-05,-0.0016646832,-0.036038253,-0.034530215,-0.18278542,0.08089977,0.021128275,0.009055953,0.013915189,-0.0012077382
0.025901578,-0.013587104,0.10846048,0.14192434,-0.06976608,-0.0004616553,-0.061823998,-0.1087752,0.0988678,-0.03526889,-0.102331996,-0.01409051,0.21681032,0.0063225115,0.037471075,0.01690869,-0.02508203,0.0,-0.11077879,-0.082693204,-0.0003733893,0.0720113,0.006924117,0.09528657,-0.5772459,-0.14286253,-0.040516216,-0.28474694,-0.0025196085,6.572029e-05,0.0033013949,4.623787e-05,0.010904222,-0.053688552,-0.12805903,-0.04469764,0.40909973,-0.36579907,-0.1796759,-0.068539605,-0.033771805,-0.01453151,-0.14152414,0.0,-0.07891031,0.0,0.0046563903,0.01783575,0.0,0.01742952,0.0013952579,0.0,0.001284813,0.0,0.00016680581,5.4805e-05,0.0,0.0033102224,0.0,0.0028837572,0.0,0.0,0.0,-1.1518008e-05,-3.2420885e-05,-0.00041835484,-0.030106489,-0.035400096,-0.16056572,0.07569084,0.0009688721,-0.008156087,-0.019958226,-0.0026767177
0.043873634,0.0383116,-0.4275626,0.15339841,0.031514477,0.021336164,0.04577626,-0.024378508,-0.27664503,-0.081603445,-0.14142711,-0.028455446,0.11582619,0.0060788,-0.117117204,0.015171749,0.0416631,0.0,-0.14295837,0.025241517,-0.00013878493,0.06328077,0.0061355536,0.046819802,-0.55956966,0.015373698,-0.0010028183,-0.022697844,0.0071066567,0.0007608139,0.004050619,0.000109349196,0.005185504,0.006601947,0.025287606,0.02321377,-0.2777112,0.75783426,-0.21887685,-0.09315805,-0.038872954,-0.012091738,-0.24339534,0.0,-0.16207366,0.0,0.005113739,0.019248532,0.0,0.025316687,0.001243863,0.0,0.00029601128,0.0,4.9704133e-05,2.7334222e-06,0.0,0.0020513732,0.0,0.0027879137,0.0,0.0,0.0,-0.00043842226,-0.00034807838,-0.001405529,-0.053374164,-0.05365459,-0.6208328,-0.18706988,-0.28662816,0.010483482,-3.1571803e-05,-0.0015639475
